CourseTitle,Section,CrsPBADiv,N.Ret,CrsLvlNum,N.NOCRED,NComb,PCT.C_MINUS_OR_BELOW,PCT.WDRAW,PCT.DF,CrsPBADept,Workload.Raw,Hours,Instructors.title,RAP,N.ENROLL,PCT.GRADE,Subject_Label,CrsPBAColl,Level,Instructors.name,Workload.Hrs_Wk,NIntrFCQ,N.PASS,AvgInstructor,PCT.F,PCT.D,PCT.B,PCT.C,Instruction_Mode,PCT.A,N.GRADE,N.EOT,Instructors.group,PCT.INCOMP,Course,AvgCourse,N.INCOMP,YearTerm,Activity_Type,Honors,AVG_GRD,Subject
Animation Production,001,AH,13,2XXX,0,1,0.07,0.07,0,FILM,4.92,3,LECTURER,0,15,1,Film Studies,AS,Lower,"PEARCE, CHRISTOPHER",13-15,1,0,5.23,0,0,0.21,0.14,P  - In Person,0.64,14,14,3 Supp,0,2610,5.31,0,20141,LEC - Lecture,0,3.52,FILM
Lighting,001,AH,9,2XXX,0,1,0,0,0,FILM,1.43,3,LECTURER,0,16,1,Film Studies,AS,Lower,"CARTER, ROGER C.",0-3,1,0,2.89,0,0,0.25,0.06,P  - In Person,0.69,16,16,3 Supp,0,2900,3.56,0,20141,LEC - Lecture,0,3.63,FILM
Major Film Directors,001,AH,54,3XXX,0,1,0.05,0.03,0.05,FILM,2.81,3,ASSOCIATE PROFESSOR,0,67,1,Film Studies,AS,Upper,"ACEVEDO- MUNOZ, ERNESTO R",7-9,1,0,5.48,0,0.05,0.34,0.17,P  - In Person,0.45,65,65,1 TTT,0,3003,5.59,0,20141,LEC - Lecture,0,3.14,FILM
Films of Alfred Hitchcock,285,AH,,3XXX,0,1,0,0,0,FILM,,3,INSTRUCTOR,0,14,1,Film Studies,AS,Upper,"ROBINSON, JANET SCHWARTZBERG",,,0,,0,0,0.64,0.14,P  - In Person,0.21,14,14,2 Other reg,0,3004,,0,20141,LEC - Lecture,0,2.94,FILM
Cinema Alternative Process,001,AH,10,3XXX,0,1,0,0,0,FILM,3.44,3,MEDIA SPECIALIST IV,0,12,1,Film Studies,AS,Upper,"BUSTI, ANDREW M",7-9,1,0,5.9,0,0,0,0,P  - In Person,1,12,12,3 Supp,0,3030,5.9,0,20141,LEC - Lecture,0,3.97,FILM
Topics in Critical Film Studies,001,AH,32,3XXX,0,1,0.03,0,0,FILM,2.81,3,ASSOCIATE PROFESSOR,0,33,1,Film Studies,AS,Upper,"GANGULY, SURANJAN",7-9,1,0,5.6,0,0,0.73,0.09,P  - In Person,0.18,33,33,1 TTT,0,3043,5.41,0,20141,LEC - Lecture,0,3.04,FILM
Film History 2,001,AH,52,3XXX,0,1,0.13,0.02,0.13,FILM,3.49,4,ASSOCIATE PROFESSOR,0,111,1,Film Studies,AS,Upper,"BARLOW, MELINDA B",7-9,1,0,5.06,0.04,0.09,0.26,0.49,P  - In Person,0.13,109,109,1 TTT,0,3061,4.87,0,20141,LEC - Lecture,0,2.34,FILM
Film Criticism and Theory,001,AH,32,3XXX,0,2,0.11,0,0.11,FILM,3.52,3,LECTURER,0,35,1,Film Studies,AS,Upper,"SEGAL, SHIRA BAT AMI",10-12,1,0,5.16,0.11,0,0.29,0.23,P  - In Person,0.37,35,35,3 Supp,0,3104,4.56,0,20141,LEC - Lecture,0,2.79,FILM
Cinema Production I,801,AH,11,3XXX,0,1,0,0,0,FILM,4.00,3,GRAD PART-TIME INSTRUCTOR,1,12,1,Film Studies,AS,Upper,"ALSHAIBI, USAMA HAMEED",10-12,1,0,4.64,0,0,0.25,0,P  - In Person,0.75,12,12,4 TA Cred,0,3400,4.45,0,20141,LEC - Lecture,0,3.7,FILM
Camera Workshop,802,AH,10,3XXX,0,1,0,0,0,FILM,2.10,2,LECTURER,1,13,0.92,Film Studies,AS,Upper,"CARTER, ROGER C.",4-6,1,0,3.3,0,0,0.33,0.17,P  - In Person,0.5,12,13,3 Supp,0.08,3515,3.4,1,20141,WKS - Workshop,0,3.46,FILM
Cinema Editing Workshop,802,AH,13,3XXX,0,1,0,0.07,0,FILM,3.42,2,LECTURER,1,14,1,Film Studies,AS,Upper,"OSBORN, CHRISTOPHER",7-9,1,0,5.23,0,0,0.31,0.08,P  - In Person,0.62,13,13,3 Supp,0,3525,5,0,20141,WKS - Workshop,0,3.49,FILM
Experimental Digital Animation,001,AH,12,3XXX,0,1,0,0,0,FILM,3.78,3,LECTURER,0,13,1,Film Studies,AS,Upper,"PEARCE, CHRISTOPHER",10-12,1,0,5.58,0,0,0.15,0.15,P  - In Person,0.69,13,13,3 Supp,0,3620,4.83,0,20141,LEC - Lecture,0,3.52,FILM
Digital Audio Design,001,AH,8,3XXX,0,1,0,0,0,FILM,2.86,3,LECTURER,0,14,1,Film Studies,AS,Upper,"HOULIHAN, MICHAEL WOOD",7-9,1,0,5.75,0,0,0.5,0.14,P  - In Person,0.36,14,14,3 Supp,0,3700,5.13,0,20141,LEC - Lecture,0,3.28,FILM
Film Studies Internship,804,AH,,3XXX,0,1,,,,FILM,,3,ASST PROFESSOR,1,19,,Film Studies,AS,Upper,"COX, ALEXANDER",,,19,,,,,,P  - In Person,,,19,1 TTT,,3940,,0,20141,INT - Internship,0,,FILM
Advanced Digital Postproduction,002,AH,10,4XXX,0,1,0,0.07,0,FILM,3.00,3,LECTURER,0,14,0.92,Film Studies,AS,Upper,"OSBORN, CHRISTOPHER",7-9,1,0,5.8,0,0,0.17,0.08,P  - In Person,0.75,12,13,3 Supp,0.08,4000,5.5,1,20141,LEC - Lecture,0,3.52,FILM
Topics in Film Theory,001,AH,11,4XXX,0,2,0,0.07,0,FILM,3.56,3,ASST PROFESSOR,0,13,1,Film Studies,AS,Upper,"AUGUISTE, REECE LUKE",10-12,1,0,5.82,0,0,0.17,0,P  - In Person,0.83,12,12,1 TTT,0,4004,5.36,0,20141,SEM - Seminar,0,3.71,FILM
Screenwriting Workshop: Short Form,001,AH,26,4XXX,0,1,0,0,0,FILM,2.95,3,LECTURER,0,27,1,Film Studies,AS,Upper,"BISHOP, THOMAS BURKE",7-9,1,0,5.62,0,0,0.04,0,P  - In Person,0.96,27,27,3 Supp,0,4005,5.5,0,20141,LEC - Lecture,0,3.94,FILM
Topics in Film Studies-Production,002,AH,10,4XXX,0,2,0,0,0,FILM,3.50,3,PROFESSOR,0,11,1,Film Studies,AS,Upper,"BOORD, DANIEL OLIN",10-12,1,0,5.9,0,0,0,0,P  - In Person,1,11,11,1 TTT,0,4010,5.9,0,20141,LEC - Lecture,0,3.95,FILM
Topics in Film Studies-Critical Studies,001,AH,16,4XXX,0,1,0.12,0.06,0.06,FILM,3.38,3,PROFESSOR,0,18,1,Film Studies,AS,Upper,"SOLOMON, PHILLIP",7-9,1,0,5.56,0.06,0,0.47,0.12,P  - In Person,0.35,17,17,1 TTT,0,4043,5.19,0,20141,LEC - Lecture,0,3.06,FILM
Cinema Production 2,801,AH,5,4XXX,0,1,0,0,0,FILM,4.60,3,ASST PROFESSOR,1,17,1,Film Studies,AS,Upper,"AUGUISTE, REECE LUKE",13-15,1,0,5.4,0,0,0.29,0.06,P  - In Person,0.65,17,17,1 TTT,0,4500,5.4,0,20141,LEC - Lecture,0,3.59,FILM
Cinema Production 2,802,AH,12,4XXX,0,1,0,0.07,0,FILM,4.82,3,ASST PROFESSOR,1,14,1,Film Studies,AS,Upper,"LIOTTA, JEANNE M.",13-15,1,0,4.67,0,0,0.23,0.15,P  - In Person,0.62,13,13,1 TTT,0,4500,5.17,0,20141,LEC - Lecture,0,3.46,FILM
Colloquium in Film Aesthetics,801,AH,12,4XXX,0,2,0,0,0,FILM,4.54,3,ASSOCIATE PROFESSOR,1,20,1,Film Studies,AS,Upper,"BARLOW, MELINDA B",13-15,1,0,5.83,0,0,0.25,0.05,P  - In Person,0.7,20,20,1 TTT,0,4604,5.67,0,20141,LEC - Lecture,0,3.63,FILM
Beginning French 1,001,AH,13,1XXX,0,1,0.06,0.16,0.06,FRIT,2.91,5,TEACHING ASSISTANT,0,19,1,French,AS,Lower,"STRICKENBURG, ELIZABETH",7-9,1,0,5.77,0.06,0,0.56,0.06,P  - In Person,0.31,16,16,4 TA Cred,0,1010,5.31,0,20141,LEC - Lecture,0,2.99,FREN
Beginning French 1,002,AH,15,1XXX,0,1,0.16,0.17,0.11,FRIT,3.36,5,INSTRUCTOR,0,23,1,French,AS,Lower,"TRIFUNOVIC, DANICA",7-9,1,0,5.33,0.05,0.05,0.26,0.11,P  - In Person,0.53,19,19,2 Other reg,0,1010,5.2,0,20141,LEC - Lecture,0,3.06,FREN
Beginning French 1,003,AH,8,1XXX,0,1,0.05,0.05,0.05,FRIT,3.25,5,LECTURER,0,22,1,French,AS,Lower,"MOSELE, PATRICIA K",7-9,1,0,5.75,0,0.05,0.14,0.1,HY - Hybrid Online/Classroom,0.71,21,21,3 Supp,0,1010,4.75,0,20141,LEC - Lecture,0,3.4,FREN
Beginning French 1,004,AH,17,1XXX,0,1,0.05,0.05,0,FRIT,2.44,5,TEACHING ASSISTANT,0,21,1,French,AS,Lower,"ALLEN, TRAVIS ALEXANDER",4-6,1,0,4.23,0,0,0.35,0.15,P  - In Person,0.5,20,20,4 TA Cred,0,1010,4.35,0,20141,LEC - Lecture,0,3.38,FREN
Beginning French 1,005,AH,17,1XXX,0,1,0.25,0,0.2,FRIT,2.88,5,TEACHING ASSISTANT,0,20,1,French,AS,Lower,"JEAUNEAU, CHARLOTTE AMAIS",7-9,1,0,5.88,0.2,0,0.1,0.05,P  - In Person,0.65,20,20,4 TA Cred,0,1010,5.53,0,20141,LEC - Lecture,0,2.92,FREN
Beginning French 2,001,AH,19,1XXX,0,1,0.05,0,0.05,FRIT,3.00,5,GRAD PART-TIME INSTRUCTOR,0,22,1,French,AS,Lower,"HOLZ, LEAH KIRALY SIGLE",7-9,1,0,5.74,0.05,0,0.36,0.14,P  - In Person,0.45,22,22,4 TA Cred,0,1020,5.58,0,20141,LEC - Lecture,0,3.15,FREN
Beginning French 2,002,AH,17,1XXX,0,1,0.14,0,0.09,FRIT,3.29,5,GRAD PART-TIME INSTRUCTOR,0,22,1,French,AS,Lower,"DINKOVA, VELINA N",7-9,1,0,5.23,0.09,0,0.45,0.14,P  - In Person,0.32,22,22,4 TA Cred,0,1020,4.94,0,20141,LEC - Lecture,0,2.8,FREN
Beginning French 2,003,AH,19,1XXX,0,1,0.09,0,0.09,FRIT,3.23,5,GRAD PART-TIME INSTRUCTOR,0,23,1,French,AS,Lower,"FRANKLIN, JOCELYN ANNE SUTTON",7-9,1,0,5.68,0.09,0,0.43,0.09,P  - In Person,0.39,23,23,4 TA Cred,0,1020,5.47,0,20141,LEC - Lecture,0,2.94,FREN
Beginning French 2,004,AH,12,1XXX,0,1,0.14,0.09,0.1,FRIT,2.91,5,LECTURER,0,23,1,French,AS,Lower,"MOSELE, PATRICIA K",7-9,1,0,5.83,0.05,0.05,0.24,0.24,HY - Hybrid Online/Classroom,0.43,21,21,3 Supp,0,1020,4.42,0,20141,LEC - Lecture,0,2.94,FREN
How To Be French? 2: Modernity,001,AH,28,1XXX,0,1,0.13,0.03,0.1,FRIT,1.75,3,ASST PROFESSOR,0,32,1,French,AS,Lower,"MURPHY, KIERAN MARCELLIN",4-6,1,0,4.75,0,0.1,0.45,0.1,P  - In Person,0.35,31,31,1 TTT,0,1620,4.57,0,20141,LEC - Lecture,0,3.08,FREN
Second-Year French Grammar Review and Reading 1,001,AH,10,2XXX,0,1,0.31,0.13,0.31,FRIT,2.38,3,GRAD PART-TIME INSTRUCTOR,0,15,1,French,AS,Lower,"AUSTIN, RACHEL E.",4-6,1,0,3.9,0.15,0.15,0.38,0.15,P  - In Person,0.15,13,13,4 TA Cred,0,2110,3.6,0,20141,LEC - Lecture,0,2.23,FREN
Second-Year French Grammar Review and Reading 1,002,AH,16,2XXX,0,1,0.18,0.06,0.06,FRIT,2.17,3,GRAD PART-TIME INSTRUCTOR,0,18,1,French,AS,Lower,"PETRIKAT, SEBASTIAN",4-6,1,0,4.25,0.06,0,0.24,0.24,P  - In Person,0.47,17,17,4 TA Cred,0,2110,4,0,20141,LEC - Lecture,0,2.97,FREN
Second-Year French Grammar Review and Reading 1,003,AH,10,2XXX,0,1,0.09,0.08,0,FRIT,1.89,3,LECTURER,0,12,1,French,AS,Lower,"VANDERMARLIERE, SANDRINE FLORENCE",4-6,1,0,5,0,0,0.36,0.09,P  - In Person,0.55,11,11,3 Supp,0,2110,4.6,0,20141,LEC - Lecture,0,3.32,FREN
Second-Year French Grammar Review and Reading 1,004,AH,18,2XXX,0,1,0.21,0,0.11,FRIT,2.25,3,GRAD PART-TIME INSTRUCTOR,0,19,1,French,AS,Lower,"PETRIKAT, SEBASTIAN",4-6,1,0,5.28,0,0.11,0.16,0.26,P  - In Person,0.47,19,19,4 TA Cred,0,2110,4.88,0,20141,LEC - Lecture,0,2.98,FREN
Second-Year French Grammar Review and Reading 2,001,AH,16,2XXX,0,1,0,0,0,FRIT,3.17,3,GRAD PART-TIME INSTRUCTOR,0,16,1,French,AS,Lower,"APPLEBY, JESSICA JOY",7-9,1,0,5.93,0,0,0.56,0.06,P  - In Person,0.38,16,16,4 TA Cred,0,2120,5.5,0,20141,LEC - Lecture,0,3.27,FREN
Second-Year French Grammar Review and Reading 2,002,AH,13,2XXX,0,1,0.06,0,0,FRIT,3.00,3,GRAD PART-TIME INSTRUCTOR,0,16,1,French,AS,Lower,"APPLEBY, JESSICA JOY",7-9,1,0,6,0,0,0.31,0.19,P  - In Person,0.5,16,16,4 TA Cred,0,2120,5.77,0,20141,LEC - Lecture,0,3.24,FREN
Conversation in French,001,AH,10,2XXX,0,1,0.09,0,0.09,FRIT,2.11,3,GRAD PART-TIME INSTRUCTOR,0,11,1,French,AS,Lower,"CLEMENT, STEPHANIE",4-6,1,0,5.5,0,0.09,0.18,0,P  - In Person,0.73,11,11,4 TA Cred,0,2500,5.2,0,20141,LEC - Lecture,0,3.52,FREN
French Phonetics and Pronunciation,001,AH,17,3XXX,0,1,0,0.06,0,FRIT,2.59,3,SENIOR INSTRUCTOR,0,18,1,French,AS,Upper,"KOPFF, CARMEN",7-9,1,0,5.65,0,0,0.35,0.06,P  - In Person,0.59,17,17,2 Other reg,0,3010,5.23,0,20141,LEC - Lecture,0,3.48,FREN
French Phonetics and Pronunciation,002,AH,15,3XXX,0,1,0.06,0,0,FRIT,2.43,3,INSTRUCTOR,0,17,1,French,AS,Upper,"VAN NELSON, LOREDANA ALINA",4-6,1,0,5.93,0,0,0.29,0.12,P  - In Person,0.59,17,17,2 Other reg,0,3010,5.73,0,20141,LEC - Lecture,0,3.4,FREN
French Phonetics and Pronunciation,003,AH,13,3XXX,0,1,0.05,0,0.05,FRIT,2.33,3,INSTRUCTOR,0,19,1,French,AS,Upper,"VAN NELSON, LOREDANA ALINA",4-6,1,0,6,0.05,0,0.32,0.11,P  - In Person,0.53,19,19,2 Other reg,0,3010,5.23,0,20141,LEC - Lecture,0,3.25,FREN
French Composition 1,001,AH,18,3XXX,0,1,0.11,0.05,0.05,FRIT,2.53,3,GRAD PART-TIME INSTRUCTOR,0,20,1,French,AS,Upper,"WHITEMAN, CAROLINE",7-9,1,0,5.05,0,0.05,0.58,0.21,P  - In Person,0.16,19,19,4 TA Cred,0,3050,4.55,0,20141,LEC - Lecture,0,2.79,FREN
French Composition 1,002,AH,18,3XXX,0,1,0.22,0,0,FRIT,2.11,3,LECTURER,0,18,1,French,AS,Upper,"BACKER, JANE E.",4-6,1,0,5.33,0,0,0.28,0.39,P  - In Person,0.33,18,18,3 Supp,0,3050,4.78,0,20141,LEC - Lecture,0,2.83,FREN
French Composition 2,001,AH,11,3XXX,0,1,0.15,0,0,FRIT,2.64,3,GRAD PART-TIME INSTRUCTOR,0,13,1,French,AS,Upper,"REBOLLEDO, CECILE THERESE-PIERRE",7-9,1,0,5.91,0,0,0.46,0.31,P  - In Person,0.23,13,13,4 TA Cred,0,3060,5.36,0,20141,LEC - Lecture,0,2.83,FREN
French Composition 2,002,AH,16,3XXX,0,1,0,0,0,FRIT,2.73,3,LECTURER,0,18,1,French,AS,Upper,"VANDERMARLIERE, SANDRINE FLORENCE",7-9,1,0,5,0,0,0.78,0,P  - In Person,0.22,18,18,3 Supp,0,3060,4.31,0,20141,LEC - Lecture,0,3.16,FREN
Introduction to Critical Reading and Writing in French Literature,001,AH,11,3XXX,0,1,0,0,0,FRIT,2.10,3,LECTURER,0,13,1,French,AS,Upper,"KILBANE, AIMEE",4-6,1,0,4.91,0,0,0.31,0.08,P  - In Person,0.62,13,13,3 Supp,0,3100,4.64,0,20141,LEC - Lecture,0,3.49,FREN
Main Currents of French Literature 1,001,AH,12,3XXX,0,1,0,0.08,0,FRIT,3.33,3,GRAD PART-TIME INSTRUCTOR,0,13,0.92,French,AS,Upper,"MARGOLIN, ARIANNE NICOLE",7-9,1,0,5.33,0,0,0.36,0,P  - In Person,0.64,11,12,4 TA Cred,0.08,3110,5.17,1,20141,LEC - Lecture,0,3.61,FREN
Introduction to Literary Theory and Advanced Critical Analysis,001,AH,15,3XXX,0,1,0,0.1,0,FRIT,2.87,3,ASST PROFESSOR,0,20,1,French,AS,Upper,"YAMASHITA, MASANO",7-9,1,0,5.33,0,0,0.56,0.06,P  - In Person,0.39,18,18,1 TTT,0,3200,5.2,0,20141,SEM - Seminar,0,3.28,FREN
French Current Events: Conversation and Composition,001,AH,13,3XXX,0,1,0.12,0.06,0.12,FRIT,2.31,3,GRAD PART-TIME INSTRUCTOR,0,18,1,French,AS,Upper,"AUSTIN, RACHEL E.",4-6,1,0,3.69,0.12,0,0.24,0.12,P  - In Person,0.53,17,17,4 TA Cred,0,3500,3.62,0,20141,LEC - Lecture,0,3.02,FREN
Business French 1,001,AH,7,3XXX,0,1,0,0.09,0,FRIT,3.00,3,INSTRUCTOR,0,11,1,French,AS,Upper,"TRIFUNOVIC, DANICA",7-9,1,0,5,0,0,0.1,0,P  - In Person,0.9,10,10,2 Other reg,0,3600,4.29,0,20141,LEC - Lecture,0,3.84,FREN
French Special Topics,001,AH,12,4XXX,0,2,0,0,0,FRIT,3.08,3,ASST PROFESSOR,0,12,0.92,French,AS,Upper,"MURPHY, KIERAN MARCELLIN",7-9,1,0,5,0,0,0.18,0,P  - In Person,0.82,11,12,1 TTT,0.08,4120,4.67,1,20141,LEC - Lecture,0,3.82,FREN
Beginning Italian 1.,001,AH,16,1XXX,0,1,0.17,0.05,0,FRIT,2.81,5,LECTURER,0,19,1,Italian,AS,Lower,"SAURINI, SUSANNA M.",7-9,1,0,5.94,0,0,0.22,0.17,P  - In Person,0.61,18,18,3 Supp,0,1010,5.5,0,20141,LEC - Lecture,0,3.33,ITAL
Beginning Italian 1.,002,AH,15,1XXX,0,1,0.38,0.11,0.38,FRIT,3.00,5,SENIOR INSTRUCTOR,0,19,0.94,Italian,AS,Lower,"PUGLIESE, ANNUNZIATA",7-9,1,0,5.4,0.19,0.19,0.31,0.19,P  - In Person,0.13,16,17,2 Other reg,0,1010,5.2,0,20141,LEC - Lecture,0,2.06,ITAL
Beginning Italian 1.,003,AH,9,1XXX,0,1,0.18,0.21,0,FRIT,3.50,5,LECTURER,0,14,1,Italian,AS,Lower,"SAURINI, SUSANNA M.",10-12,1,0,6,0,0,0.18,0.27,P  - In Person,0.55,11,11,3 Supp,0,1010,5.89,0,20141,LEC - Lecture,0,3.19,ITAL
Beginning Italian 1.,004,AH,11,1XXX,0,1,0,0.23,0,FRIT,3.55,5,SENIOR INSTRUCTOR,0,13,1,Italian,AS,Lower,"KOPFF, CARMEN",10-12,1,0,5.91,0,0,0.6,0,P  - In Person,0.4,10,10,2 Other reg,0,1010,5.82,0,20141,LEC - Lecture,0,3.19,ITAL
Beginning Italian 2,001,AH,19,1XXX,0,1,0.1,0.09,0.05,FRIT,3.00,5,LECTURER,0,22,1,Italian,AS,Lower,"SOTO-LIGHTBOURN, NIVEA",7-9,1,0,5.47,0,0.05,0.2,0.3,P  - In Person,0.45,20,20,3 Supp,0,1020,5.26,0,20141,LEC - Lecture,0,3.08,ITAL
Beginning Italian 2,002,AH,14,1XXX,0,1,0.29,0.07,0.14,FRIT,3.00,5,LECTURER,0,15,1,Italian,AS,Lower,"SOTO-LIGHTBOURN, NIVEA",7-9,1,0,5.21,0,0.14,0.29,0.14,P  - In Person,0.43,14,14,3 Supp,0,1020,5.36,0,20141,LEC - Lecture,0,2.94,ITAL
Beginning Italian 2,003,AH,19,1XXX,0,1,0.15,0,0.1,FRIT,3.72,5,INSTRUCTOR,0,20,1,Italian,AS,Lower,"CORDA, GIORGIO",10-12,1,0,5.89,0.1,0,0.25,0.15,HY - Hybrid Online/Classroom,0.5,20,20,2 Other reg,0,1020,5.16,0,20141,LEC - Lecture,0,2.94,ITAL
Beginning Italian 2,004,AH,14,1XXX,0,1,0.36,0.07,0.29,FRIT,3.29,5,INSTRUCTOR,0,15,1,Italian,AS,Lower,"CORDA, GIORGIO",7-9,1,0,5.64,0.14,0.14,0.43,0.14,HY - Hybrid Online/Classroom,0.14,14,14,2 Other reg,0,1020,5.14,0,20141,LEC - Lecture,0,2.31,ITAL
That's Amore: Introduction to Italian Culture,001,AH,36,1XXX,0,1,0.08,0,0.05,FRIT,1.66,3,SENIOR INSTRUCTOR,0,38,1,Italian,AS,Lower,"CRAVEN, PRISCILLA",4-6,1,0,5.64,0.03,0.03,0.58,0.18,P  - In Person,0.18,38,38,2 Other reg,0,1500,5.39,0,20141,LEC - Lecture,0,2.9,ITAL
"Intermediate Italian Reading, Grammar, and Composition 1",001,AH,15,2XXX,0,1,0.2,0,0.13,FRIT,2.80,3,INSTRUCTOR,0,15,1,Italian,AS,Lower,"CORDA, GIORGIO",7-9,1,0,5.73,0,0.13,0.53,0.07,P  - In Person,0.27,15,15,2 Other reg,0,2110,5.2,0,20141,LEC - Lecture,0,2.85,ITAL
"Intermediate Italian Reading, Grammar, and Composition 1",002,AH,10,2XXX,0,1,0.2,0.09,0.1,FRIT,2.78,3,SENIOR INSTRUCTOR,0,11,1,Italian,AS,Lower,"PUGLIESE, ANNUNZIATA",7-9,1,0,3.6,0,0.1,0.2,0.4,P  - In Person,0.3,10,10,2 Other reg,0,2110,3.7,0,20141,LEC - Lecture,0,2.61,ITAL
"Intermediate Italian Reading, Grammar, and Composition 2",002,AH,10,2XXX,0,1,0.08,0,0,FRIT,3.11,3,LECTURER,0,12,1,Italian,AS,Lower,"SAURINI, SUSANNA M.",7-9,1,0,5.9,0,0,0.42,0.08,P  - In Person,0.5,12,12,3 Supp,0,2120,5.4,0,20141,LEC - Lecture,0,3.29,ITAL
Introduction to Literary Analysis.,800,AH,12,2XXX,0,1,0,0,0,FRIT,2.50,3,SENIOR INSTRUCTOR,1,12,1,Italian,AS,Lower,"CRAVEN, PRISCILLA",7-9,1,0,5.92,0,0,0.83,0.08,P  - In Person,0.08,12,12,2 Other reg,0,2130,5.75,0,20141,LEC - Lecture,0,3.07,ITAL
Advanced Composition 1,001,AH,10,3XXX,0,1,0,0,0,FRIT,2.33,3,INSTRUCTOR,0,10,1,Italian,AS,Upper,"TORRIANI, CHIARA",4-6,1,0,6,0,0,0.6,0.2,P  - In Person,0.2,10,10,2 Other reg,0,3015,5.7,0,20141,LEC - Lecture,0,2.91,ITAL
The Decameron and the Age of Realism,001,AH,46,4XXX,0,2,0.14,0.03,0.09,FRIT,3.10,3,ASSOCIATE PROFESSOR,0,59,1,Italian,AS,Upper,"FERME, VALERIO C",7-9,1,0,5.7,0.02,0.07,0.47,0.19,P  - In Person,0.25,57,57,1 TTT,0,4150,5.04,0,20141,LEC - Lecture,0,2.79,ITAL
Italian Literature Special Topics,001,AH,14,4XXX,0,2,0.13,0,0.13,FRIT,2.92,3,ASST PROFESSOR,0,15,1,Italian,AS,Upper,"ARDIZZONI, MICHELA",7-9,1,0,5.29,0,0.13,0.2,0.13,P  - In Person,0.53,15,15,1 TTT,0,4170,5,0,20141,LEC - Lecture,0,3.17,ITAL
Environmental Systems 1---Climate and Vegetation,010,NS,78,1XXX,0,1,0.09,0.02,0.07,GEOG,2.21,4,GRAD PART-TIME INSTRUCTOR,0,141,1,Geography,AS,Lower,"HICKS, JULIA JEAN",4-6,1,0,4.66,0.01,0.05,0.44,0.22,P  - In Person,0.27,138,138,4 TA Cred,0,1001,4.54,0,20141,LEC - Lecture,0,2.86,GEOG
Environmental Systems 2---Landscapes and  Water,010,NS,33,1XXX,0,1,0.04,0.04,0,GEOG,2.38,4,ASSOCIATE PROFESSOR,0,112,0.98,Geography,AS,Lower,"ANDERSON, SUZANNE PRESTRUD",4-6,1,0,5.33,0,0,0.57,0.25,P  - In Person,0.18,106,108,1 TTT,0.02,1011,4.97,2,20141,LEC - Lecture,0,2.94,GEOG
World Regional Geography,100,NS,132,1XXX,0,1,0.17,0.03,0.12,GEOG,1.98,3,PROFESSOR,0,185,1,Geography,AS,Lower,"O'LOUGHLIN, JOHN",4-6,1,0,4.86,0.03,0.09,0.48,0.23,P  - In Person,0.17,179,179,1 TTT,0,1982,4.12,0,20141,LEC - Lecture,0,2.67,GEOG
World Regional Geography,200,NS,115,1XXX,0,1,0.19,0.03,0.12,GEOG,2.15,3,PROFESSOR,0,158,1,Geography,AS,Lower,"O'LOUGHLIN, JOHN",4-6,1,0,5.02,0.05,0.08,0.39,0.32,P  - In Person,0.16,153,153,1 TTT,0,1982,4.37,0,20141,LEC - Lecture,0,2.55,GEOG
Geographies of Global Change,100,NS,161,2XXX,0,1,0.1,0.05,0.07,GEOG,1.81,3,ASST PROFESSOR,0,310,0.99,Geography,AS,Lower,"RIOSMENA, FERNANDO",4-6,1,0,4.03,0.03,0.04,0.53,0.19,P  - In Person,0.21,294,296,1 TTT,0.01,2002,3.58,2,20141,LEC - Lecture,0,2.84,GEOG
Environment and Culture,430,NS,,2XXX,0,1,0.07,0,0.07,GEOG,,3,SENIOR INSTRUCTOR,0,16,0.94,Geography,AS,Lower,"KEARNS, CAROL A",,,0,,0,0.07,0.67,0.07,P  - In Person,0.2,15,16,2 Other reg,0.06,2412,,1,20141,LEC - Lecture,0,3.04,GEOG
Environment and Culture,880,NS,16,2XXX,0,1,0,0,0,GEOG,2.40,3,INSTRUCTOR,0,16,1,Geography,AS,Lower,"HICKCOX, ABBY LYNN",4-6,1,0,5.69,0,0,0.13,0,P  - In Person,0.88,16,16,2 Other reg,0,2412,5.31,0,20141,LEC - Lecture,1,3.84,GEOG
Cartography: Visualization and Information Design,010,NS,31,3XXX,0,1,0.06,0.05,0,GEOG,2.43,4,GRAD PART-TIME INSTRUCTOR,0,38,1,Geography,AS,Upper,"SMITH, SAMUEL ALBERT",4-6,1,0,4.64,0,0,0.42,0.25,P  - In Person,0.33,36,36,4 TA Cred,0,3053,4.52,0,20141,LEC - Lecture,0,3.06,GEOG
Natural Hazards,001,NS,58,3XXX,0,1,0.03,0.01,0,GEOG,1.84,3,ASSOCIATE PROFESSOR,0,144,1,Geography,AS,Upper,"TRAVIS, WILLIAM R",4-6,3,0,5.64,0,0,0.39,0.09,P  - In Person,0.51,142,142,1 TTT,0,3402,5.33,0,20141,LEC - Lecture,0,3.4,GEOG
Introduction to Hydrology,010,NS,26,3XXX,0,1,0.06,0.06,0,GEOG,2.09,4,PROFESSOR,0,36,1,Geography,AS,Upper,"PITLICK, JOHN",4-6,1,0,4.69,0,0,0.44,0.21,P  - In Person,0.35,34,34,1 TTT,0,3511,4.5,0,20141,LEC - Lecture,0,3.1,GEOG
